10500,-16500
12000,-16500
13500,-16500
15000,-16500
16500,-16500
18000,-16500
19500,-16500
21000,-16500
22500,-16500
24000,-16500
25500,-16500
27000,-16500
28500,-16500
30000,-16500
31500,-16500
33000,-16500
34500,-16500
36000,-16500
37500,-16500
39000,-16500
40500,-16500
42000,-16500
43500,-16500
-43500,-15000
-42000,-15000
-40500,-15000
-39000,-15000
-37500,-15000
-36000,-15000
-34500,-15000
-33000,-15000
-31500,-15000
-30000,-15000
-28500,-15000
-27000,-15000
-25500,-15000
-24000,-15000
-22500,-15000
-21000,-15000
-19500,-15000
-18000,-15000
-16500,-15000
-15000,-15000
-13500,-15000
-12000,-15000
-10500,-15000
-9000,-15000
-7500,-15000
-6000,-15000
-4500,-15000
-3000,-15000
-1500,-15000
0,-15000
1500,-15000
3000,-15000
4500,-15000
6000,-15000
7500,-15000
9000,-15000
10500,-15000
12000,-15000
13500,-15000
15000,-15000
16500,-15000
18000,-15000
19500,-15000
21000,-15000
22500,-15000
24000,-15000
25500,-15000
27000,-15000
28500,-15000
30000,-15000
31500,-15000
33000,-15000
34500,-15000
36000,-15000
37500,-15000
39000,-15000
40500,-15000
42000,-15000
43500,-15000
-45000,-13500
-43500,-13500
-42000,-13500
-40500,-13500
-39000,-13500
-37500,-13500
-36000,-13500
-34500,-13500
-33000,-13500
-31500,-13500
-30000,-13500
-28500,-13500
-27000,-13500
-25500,-13500
-24000,-13500
-22500,-13500
-21000,-13500
-19500,-13500
-18000,-13500
-16500,-13500
-15000,-13500
-13500,-13500
-12000,-13500
-10500,-13500
-9000,-13500
-7500,-13500
-6000,-13500
-4500,-13500
-3000,-13500
-1500,-13500
0,-13500
1500,-13500
3000,-13500
4500,-13500
6000,-13500
7500,-13500
9000,-13500
10500,-13500
12000,-13500
13500,-13500
15000,-13500
16500,-13500
18000,-13500
19500,-13500
21000,-13500
22500,-13500
24000,-13500
25500,-13500
27000,-13500
28500,-13500
30000,-13500
31500,-13500
33000,-13500
34500,-13500
36000,-13500
37500,-13500
39000,-13500
40500,-13500
42000,-13500
43500,-13500
45000,-13500
-45000,-12000
-43500,-12000
-42000,-12000
-40500,-12000
-39000,-12000
-37500,-12000
-36000,-12000
-34500,-12000
-33000,-12000
-31500,-12000
-30000,-12000
-28500,-12000
-27000,-12000
-25500,-12000
-24000,-12000
-22500,-12000
-21000,-12000
-19500,-12000
-18000,-12000
-16500,-12000
-15000,-12000
-13500,-12000
-12000,-12000
-10500,-12000
-9000,-12000
-7500,-12000
-6000,-12000
-4500,-12000
-3000,-12000
-1500,-12000
0,-12000
1500,-12000
3000,-12000
4500,-12000
6000,-12000
7500,-12000
9000,-12000
10500,-12000
12000,-12000
13500,-12000
15000,-12000
16500,-12000
18000,-12000
19500,-12000
21000,-12000
22500,-12000
24000,-12000
25500,-12000
27000,-12000
28500,-12000
30000,-12000
31500,-12000
33000,-12000
34500,-12000
36000,-12000
37500,-12000
39000,-12000
40500,-12000
42000,-12000
43500,-12000
45000,-12000
-45000,-10500
-43500,-10500
-42000,-10500
-40500,-10500
-39000,-10500
-37500,-10500
-36000,-10500
-34500,-10500
-33000,-10500
-31500,-10500
-30000,-10500
-28500,-10500
-27000,-10500
-25500,-10500
-24000,-10500
-22500,-10500
-21000,-10500
-19500,-10500
-18000,-10500
-16500,-10500
-15000,-10500
-13500,-10500
-12000,-10500
-10500,-10500
-9000,-10500
-7500,-10500
-6000,-10500
-4500,-10500
-3000,-10500
-1500,-10500
0,-10500
1500,-10500
3000,-10500
4500,-10500
6000,-10500
7500,-10500
9000,-10500
10500,-10500
12000,-10500
13500,-10500
15000,-10500
16500,-10500
18000,-10500
19500,-10500
21000,-10500
22500,-10500
24000,-10500
25500,-10500
27000,-10500
28500,-10500
30000,-10500
31500,-10500
33000,-10500
34500,-10500
36000,-10500
37500,-10500
39000,-10500
40500,-10500
42000,-10500
43500,-10500
45000,-10500
-45000,-9000
-43500,-9000
-42000,-9000
-40500,-9000
-39000,-9000
-37500,-9000
-36000,-9000
-34500,-9000
-33000,-9000
-31500,-9000
-30000,-9000
-28500,-9000
-27000,-9000
-25500,-9000
-24000,-9000
-22500,-9000
-21000,-9000
-19500,-9000
-18000,-9000
-16500,-9000
-15000,-9000
-13500,-9000
-12000,-9000
-10500,-9000
-9000,-9000
-7500,-9000
-6000,-9000
-4500,-9000
-3000,-9000
-1500,-9000
0,-9000
1500,-9000
3000,-9000
4500,-9000
6000,-9000
7500,-9000
9000,-9000
10500,-9000
12000,-9000
13500,-9000
15000,-9000
16500,-9000
18000,-9000
19500,-9000
21000,-9000
22500,-9000
24000,-9000
25500,-9000
27000,-9000
28500,-9000
30000,-9000
31500,-9000
33000,-9000
34500,-9000
36000,-9000
37500,-9000
39000,-9000
40500,-9000
42000,-9000
43500,-9000
45000,-9000
-45000,-7500
-43500,-7500
-42000,-7500
-40500,-7500
-39000,-7500
-37500,-7500
-36000,-7500
-34500,-7500
-33000,-7500
-31500,-7500
-30000,-7500
-28500,-7500
-27000,-7500
-25500,-7500
-24000,-7500
-22500,-7500
-21000,-7500
-19500,-7500
-18000,-7500
-16500,-7500
-15000,-7500
-13500,-7500
-12000,-7500
-10500,-7500
-9000,-7500
-7500,-7500
-6000,-7500
-4500,-7500
-3000,-7500
-1500,-7500
0,-7500
1500,-7500
3000,-7500
4500,-7500
6000,-7500
7500,-7500
9000,-7500
10500,-7500
12000,-7500
13500,-7500
15000,-7500
16500,-7500
18000,-7500
19500,-7500
21000,-7500
22500,-7500
24000,-7500
25500,-7500
27000,-7500
28500,-7500
30000,-7500
31500,-7500
33000,-7500
34500,-7500
36000,-7500
37500,-7500
39000,-7500
40500,-7500
42000,-7500
43500,-7500
45000,-7500
-45000,-6000
-43500,-6000
-42000,-6000
-40500,-6000
-39000,-6000
-37500,-6000
-36000,-6000
-34500,-6000
-33000,-6000
-31500,-6000
-30000,-6000
-28500,-6000
-27000,-6000
-25500,-6000
-24000,-6000
-22500,-6000
-21000,-6000
-19500,-6000
-18000,-6000
-16500,-6000
-15000,-6000
-13500,-6000
-12000,-6000
-10500,-6000
-9000,-6000
-7500,-6000
-6000,-6000
-4500,-6000
-3000,-6000
-1500,-6000
0,-6000
1500,-6000
3000,-6000
4500,-6000
6000,-6000
7500,-6000
9000,-6000
10500,-6000
12000,-6000
13500,-6000
15000,-6000
16500,-6000
18000,-6000
19500,-6000
21000,-6000
22500,-6000
24000,-6000
25500,-6000
27000,-6000
28500,-6000
30000,-6000
31500,-6000
33000,-6000
34500,-6000
36000,-6000
37500,-6000
39000,-6000
40500,-6000
42000,-6000
43500,-6000
45000,-6000
-45000,-4500
-43500,-4500
-42000,-4500
-40500,-4500
-39000,-4500
-37500,-4500
-36000,-4500
-34500,-4500
-33000,-4500
-31500,-4500
-30000,-4500
-28500,-4500
-27000,-4500
-25500,-4500
-24000,-4500
-22500,-4500
-21000,-4500
-19500,-4500
-18000,-4500
-16500,-4500
-15000,-4500
-13500,-4500
-12000,-4500
-10500,-4500
-9000,-4500
-7500,-4500
-6000,-4500
-4500,-4500
-3000,-4500
-1500,-4500
0,-4500
1500,-4500
3000,-4500
4500,-4500
6000,-4500
7500,-4500
9000,-4500
10500,-4500
12000,-4500
13500,-4500
15000,-4500
16500,-4500
18000,-4500
19500,-4500
21000,-4500
22500,-4500
24000,-4500
25500,-4500
27000,-4500
28500,-4500
30000,-4500
31500,-4500
33000,-4500
34500,-4500
36000,-4500
37500,-4500
39000,-4500
40500,-4500
42000,-4500
43500,-4500
45000,-4500
-45000,-3000
-43500,-3000
-42000,-3000
-40500,-3000
-39000,-3000
-37500,-3000
-36000,-3000
-34500,-3000
-33000,-3000
-31500,-3000
-30000,-3000
-28500,-3000
-27000,-3000
-25500,-3000
-24000,-3000
-22500,-3000
-21000,-3000
-19500,-3000
-18000,-3000
-16500,-3000
-15000,-3000
-13500,-3000
-12000,-3000
-10500,-3000
-9000,-3000
-7500,-3000
-6000,-3000
-4500,-3000
-3000,-3000
-1500,-3000
0,-3000
1500,-3000
3000,-3000
4500,-3000
6000,-3000
7500,-3000
9000,-3000
10500,-3000
12000,-3000
13500,-3000
15000,-3000
16500,-3000
18000,-3000
19500,-3000
21000,-3000
22500,-3000
24000,-3000
25500,-3000
27000,-3000
28500,-3000
30000,-3000
31500,-3000
33000,-3000
34500,-3000
36000,-3000
37500,-3000
39000,-3000
40500,-3000
42000,-3000
43500,-3000
45000,-3000
-45000,-1500
-43500,-1500
-42000,-1500
-40500,-1500
-39000,-1500
-37500,-1500
-36000,-1500
-34500,-1500
-33000,-1500
-31500,-1500
-30000,-1500
-28500,-1500
-27000,-1500
-25500,-1500
-24000,-1500
-22500,-1500
-21000,-1500
-19500,-1500
-18000,-1500
-16500,-1500
-15000,-1500
-13500,-1500
-12000,-1500
-10500,-1500
-9000,-1500
-7500,-1500
-6000,-1500
-4500,-1500
-3000,-1500
-1500,-1500
0,-1500
1500,-1500
3000,-1500
4500,-1500
6000,-1500
7500,-1500
9000,-1500
10500,-1500
12000,-1500
13500,-1500
15000,-1500
16500,-1500
18000,-1500
19500,-1500
21000,-1500
22500,-1500
24000,-1500
25500,-1500
27000,-1500
28500,-1500
30000,-1500
31500,-1500
33000,-1500
34500,-1500
36000,-1500
37500,-1500
39000,-1500
40500,-1500
42000,-1500
43500,-1500
45000,-1500
-45000,0
-43500,0
-42000,0
-40500,0
-39000,0
-37500,0
-36000,0
-34500,0
-33000,0
-31500,0
-30000,0
-28500,0
-27000,0
-25500,0
-24000,0
-22500,0
-21000,0
-19500,0
-18000,0
-16500,0
-15000,0
-13500,0
-12000,0
-10500,0
-9000,0
-7500,0
-6000,0
-4500,0
-3000,0
-1500,0
0,0
1500,0
3000,0
4500,0
6000,0
7500,0
9000,0
10500,0
12000,0
13500,0
15000,0
16500,0
18000,0
19500,0
21000,0
22500,0
24000,0
25500,0
27000,0
28500,0
30000,0
31500,0
33000,0
34500,0
36000,0
37500,0
39000,0
40500,0
42000,0
43500,0
45000,0
-45000,1500
-43500,1500
-42000,1500
-40500,1500
-39000,1500
-37500,1500
-36000,1500
-34500,1500
-33000,1500
-31500,1500
-30000,1500
-28500,1500
-27000,1500
-25500,1500
-24000,1500
-22500,1500
-21000,1500
-19500,1500
-18000,1500
-16500,1500
-15000,1500
-13500,1500
-12000,1500
-10500,1500
-9000,1500
-7500,1500
-6000,1500
-4500,1500
-3000,1500
-1500,1500
0,1500
1500,1500
3000,1500
4500,1500
6000,1500
7500,1500
9000,1500
10500,1500
12000,1500
13500,1500
15000,1500
16500,1500
18000,1500
19500,1500
21000,1500
22500,1500
24000,1500
25500,1500
27000,1500
28500,1500
30000,1500
31500,1500
33000,1500
34500,1500
36000,1500
37500,1500
39000,1500
40500,1500
42000,1500
43500,1500
45000,1500
-45000,3000
-43500,3000
-42000,3000
-40500,3000
-39000,3000
-37500,3000
-36000,3000
-34500,3000
-33000,3000
-31500,3000
-30000,3000
-28500,3000
-27000,3000
-25500,3000
-24000,3000
-22500,3000
-21000,3000
-19500,3000
-18000,3000
-16500,3000
-15000,3000
-13500,3000
-12000,3000
-10500,3000
-9000,3000
-7500,3000
-6000,3000
-4500,3000
-3000,3000
-1500,3000
0,3000
1500,3000
3000,3000
4500,3000
6000,3000
7500,3000
9000,3000
10500,3000
12000,3000
13500,3000
15000,3000
16500,3000
18000,3000
19500,3000
21000,3000
22500,3000
24000,3000
25500,3000
27000,3000
28500,3000
30000,3000
31500,3000
33000,3000
34500,3000
36000,3000
37500,3000
39000,3000
40500,3000
42000,3000
43500,3000
45000,3000
-45000,4500
-43500,4500
-42000,4500
-40500,4500
-39000,4500
-37500,4500
-36000,4500
-34500,4500
-33000,4500
-31500,4500
-30000,4500
-28500,4500
-27000,4500
-25500,4500
-24000,4500
-22500,4500
-21000,4500
-19500,4500
-18000,4500
-16500,4500
-15000,4500
-13500,4500
-12000,4500
-10500,4500
-9000,4500
-7500,4500
-6000,4500
-4500,4500
-3000,4500
-1500,4500
0,4500
1500,4500
3000,4500
4500,4500
6000,4500
7500,4500
9000,4500
10500,4500
12000,4500
13500,4500
15000,4500
16500,4500
18000,4500
19500,4500
21000,4500
22500,4500
24000,4500
25500,4500
27000,4500
28500,4500
30000,4500
31500,4500
33000,4500
34500,4500
36000,4500
37500,4500
39000,4500
40500,4500
42000,4500
43500,4500
45000,4500
-45000,6000
-43500,6000
-42000,6000
-40500,6000
-39000,6000
-37500,6000
-36000,6000
-34500,6000
-33000,6000
-31500,6000
-30000,6000
-28500,6000
-27000,6000
-25500,6000
-24000,6000
-22500,6000
-21000,6000
-19500,6000
-18000,6000
-16500,6000
-15000,6000
-13500,6000
-12000,6000
-10500,6000
-9000,6000
-7500,6000
-6000,6000
-4500,6000
-3000,6000
-1500,6000
0,6000
1500,6000
3000,6000
4500,6000
6000,6000
7500,6000
9000,6000
10500,6000
12000,6000
13500,6000
15000,6000
16500,6000
18000,6000
19500,6000
21000,6000
22500,6000
24000,6000
25500,6000
27000,6000
28500,6000
30000,6000
31500,6000
33000,6000
34500,6000
36000,6000
37500,6000
39000,6000
40500,6000
42000,6000
43500,6000
45000,6000
-45000,7500
-43500,7500
-42000,7500
-40500,7500
-39000,7500
-37500,7500
-36000,7500
-34500,7500
-33000,7500
-31500,7500
-30000,7500
-28500,7500
-27000,7500
-25500,7500
-24000,7500
-22500,7500
-21000,7500
-19500,7500
-18000,7500
-16500,7500
-15000,7500
-13500,7500
-12000,7500
-10500,7500
-9000,7500
-7500,7500
-6000,7500
-4500,7500
-3000,7500
-1500,7500
0,7500
1500,7500
3000,7500
4500,7500
6000,7500
7500,7500
9000,7500
10500,7500
12000,7500
13500,7500
15000,7500
16500,7500
18000,7500
19500,7500
21000,7500
22500,7500
24000,7500
25500,7500
27000,7500
28500,7500
30000,7500
31500,7500
33000,7500
34500,7500
36000,7500
37500,7500
39000,7500
40500,7500
42000,7500
43500,7500
45000,7500
-45000,9000
-43500,9000
-42000,9000
-40500,9000
-39000,9000
-37500,9000
-36000,9000
-34500,9000
-33000,9000
-31500,9000
-30000,9000
-28500,9000
-27000,9000
-25500,9000
-24000,9000
-22500,9000
-21000,9000
-19500,9000
-18000,9000
-16500,9000
-15000,9000
-13500,9000
-12000,9000
-10500,9000
-9000,9000
-7500,9000
-6000,9000
-4500,9000
-3000,9000
-1500,9000
0,9000
1500,9000
3000,9000
4500,9000
6000,9000
7500,9000
9000,9000
10500,9000
12000,9000
13500,9000
15000,9000
16500,9000
18000,9000
19500,9000
21000,9000
22500,9000
24000,9000
25500,9000
27000,9000
28500,9000
30000,9000
31500,9000
33000,9000
34500,9000
36000,9000
37500,9000
39000,9000
40500,9000
42000,9000
43500,9000
45000,9000
-45000,10500
-43500,10500
-42000,10500
-40500,10500
-39000,10500
-37500,10500
-36000,10500
-34500,10500
-33000,10500
-31500,10500
-30000,10500
-28500,10500
-27000,10500
-25500,10500
-24000,10500
-22500,10500
-21000,10500
-19500,10500
-18000,10500
-16500,10500
-15000,10500
-13500,10500
-12000,10500
-10500,10500
-9000,10500
-7500,10500
-6000,10500
-4500,10500
-3000,10500
-1500,10500
0,10500
1500,10500
3000,10500
4500,10500
6000,10500
7500,10500
9000,10500
10500,10500
12000,10500
13500,10500
15000,10500
16500,10500
18000,10500
19500,10500
21000,10500
22500,10500
24000,10500
25500,10500
27000,10500
28500,10500
30000,10500
31500,10500
33000,10500
34500,10500
36000,10500
37500,10500
39000,10500
40500,10500
42000,10500
43500,10500
45000,10500
-45000,12000
-43500,12000
-42000,12000
-40500,12000
-39000,12000
-37500,12000
-36000,12000
-34500,12000
-33000,12000
-31500,12000
-30000,12000
-28500,12000
-27000,12000
-25500,12000
-24000,12000
-22500,12000
-21000,12000
-19500,12000
-18000,12000
-16500,12000
-15000,12000
-13500,12000
-12000,12000
-10500,12000
-9000,12000
-7500,12000
-6000,12000
-4500,12000
-3000,12000
-1500,12000
0,12000
1500,12000
3000,12000
4500,12000
